Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Average_DWT,Maximum_DWT
2022S02,S2   2022,208,Denmark,7,Liquefied petroleum gas carriers,4088.0,4999.0
2022S02,S2   2022,208,Denmark,5,Dry bulk carriers,14717.0,177651.0
2022S02,S2   2022,208,Denmark,4,Dry breakbulk carriers,4543.0,50640.0
2022S02,S2   2022,208,Denmark,6,Roll-on/ roll-off ships,11230.0,48988.0
2022S02,S2   2022,208,Denmark,3,Container ships,,
2022S02,S2   2022,208,Denmark,1,Passenger ships,,
2022S02,S2   2022,251,France,0,All ships,19491.0,320780.0
2022S02,S2   2022,251,France,2,Liquid bulk carriers,23416.0,320780.0
2022S02,S2   2022,251,France,7,Liquefied petroleum gas carriers,11135.0,55316.0
2022S02,S2   2022,251,France,8,Liquefied natural gas carriers,83412.0,130171.0
2022S02,S2   2022,251,France,5,Dry bulk carriers,44393.0,182913.0
2022S02,S2   2022,251,France,4,Dry breakbulk carriers,6557.0,62361.0
2022S02,S2   2022,251,France,6,Roll-on/ roll-off ships,11323.0,45200.0
2022S02,S2   2022,251,France,3,Container ships,,
2022S02,S2   2022,251,France,1,Passenger ships,,
2022S02,S2   2022,276,Germany,0,All ships,10114.0,319911.0
2022S02,S2   2022,276,Germany,2,Liquid bulk carriers,9181.0,319911.0
2022S02,S2   2022,276,Germany,7,Liquefied petroleum gas carriers,6789.0,43538.0
2022S02,S2   2022,276,Germany,5,Dry bulk carriers,54181.0,209935.0
2022S02,S2   2022,276,Germany,4,Dry breakbulk carriers,5132.0,72800.0
2022S02,S2   2022,276,Germany,6,Roll-on/ roll-off ships,12826.0,55828.0
2022S02,S2   2022,276,Germany,3,Container ships,,
2022S02,S2   2022,276,Germany,1,Passenger ships,,
2022S02,S2   2022,300,Greece,0,All ships,8185.0,320000.0
2022S02,S2   2022,300,Greece,2,Liquid bulk carriers,8795.0,320000.0
2022S02,S2   2022,300,Greece,7,Liquefied petroleum gas carriers,6172.0,49996.0
2022S02,S2   2022,300,Greece,8,Liquefied natural gas carriers,82385.0,96811.0
2022S02,S2   2022,300,Greece,5,Dry bulk carriers,14209.0,82600.0
2022S02,S2   2022,300,Greece,4,Dry breakbulk carriers,4076.0,61537.0
2022S02,S2   2022,300,Greece,6,Roll-on/ roll-off ships,6515.0,48988.0
2022S02,S2   2022,300,Greece,3,Container ships,,
2022S02,S2   2022,300,Greece,1,Passenger ships,,
2022S02,S2   2022,360,Indonesia,0,All ships,17169.0,308491.0
2022S02,S2   2022,360,Indonesia,2,Liquid bulk carriers,13846.0,308491.0
2022S02,S2   2022,360,Indonesia,7,Liquefied petroleum gas carriers,8768.0,59479.0
2022S02,S2   2022,360,Indonesia,8,Liquefied natural gas carriers,75242.0,96811.0
2022S02,S2   2022,360,Indonesia,5,Dry bulk carriers,45622.0,208610.0
2022S02,S2   2022,360,Indonesia,4,Dry breakbulk carriers,6799.0,72562.0
2022S02,S2   2022,360,Indonesia,6,Roll-on/ roll-off ships,5433.0,31801.0
2022S02,S2   2022,360,Indonesia,3,Container ships,,
2022S02,S2   2022,360,Indonesia,1,Passenger ships,,
2022S02,S2   2022,380,Italy,0,All ships,20658.0,299999.0
2022S02,S2   2022,380,Italy,2,Liquid bulk carriers,29608.0,299999.0
2022S02,S2   2022,380,Italy,7,Liquefied petroleum gas carriers,9783.0,54520.0
2022S02,S2   2022,380,Italy,8,Liquefied natural gas carriers,32764.0,48817.0
2022S02,S2   2022,380,Italy,5,Dry bulk carriers,46718.0,208611.0
2022S02,S2   2022,380,Italy,4,Dry breakbulk carriers,9415.0,73296.0
2022S02,S2   2022,380,Italy,6,Roll-on/ roll-off ships,13681.0,46634.0
2022S02,S2   2022,380,Italy,3,Container ships,,
2022S02,S2   2022,380,Italy,1,Passenger ships,,
2022S02,S2   2022,392,Japan,0,All ships,15530.0,327017.0
2022S02,S2   2022,392,Japan,2,Liquid bulk carriers,15400.0,322861.0
2022S02,S2   2022,392,Japan,7,Liquefied petroleum gas carriers,6831.0,58899.0
2022S02,S2   2022,392,Japan,8,Liquefied natural gas carriers,48916.0,121935.0
2022S02,S2   2022,392,Japan,5,Dry bulk carriers,29214.0,327017.0
2022S02,S2   2022,392,Japan,4,Dry breakbulk carriers,9104.0,80344.0
2022S02,S2   2022,392,Japan,6,Roll-on/ roll-off ships,7383.0,46634.0
2022S02,S2   2022,392,Japan,3,Container ships,,
2022S02,S2   2022,392,Japan,1,Passenger ships,,
2022S02,S2   2022,410,"Korea, Republic of",0,All ships,22007.0,326932.0
2022S02,S2   2022,410,"Korea, Republic of",2,Liquid bulk carriers,25415.0,323514.0
2022S02,S2   2022,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8507.0,64012.0
2022S02,S2   2022,410,"Korea, Republic of",8,Liquefied natural gas carriers,86394.0,155159.0
2022S02,S2   2022,410,"Korea, Republic of",5,Dry bulk carriers,52589.0,326932.0
2022S02,S2   2022,410,"Korea, Republic of",4,Dry breakbulk carriers,7979.0,116173.0
2022S02,S2   2022,410,"Korea, Republic of",6,Roll-on/ roll-off ships,11201.0,46634.0
2022S02,S2   2022,410,"Korea, Republic of",3,Container ships,,
2022S02,S2   2022,410,"Korea, Republic of",1,Passenger ships,,
2022S02,S2   2022,528,Netherlands (Kingdom of the),0,All ships,15792.0,321300.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,18074.0,321300.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7966.0,58757.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,62981.0,104561.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),5,Dry bulk carriers,69047.0,297541.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5409.0,98370.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,7986.0,34960.0
2022S02,S2   2022,528,Netherlands (Kingdom of the),3,Container ships,,
2022S02,S2   2022,528,Netherlands (Kingdom of the),1,Passenger ships,,
2022S02,S2   2022,579,Norway,0,All ships,7322.0,320926.0
2022S02,S2   2022,579,Norway,2,Liquid bulk carriers,16677.0,320926.0
2022S02,S2   2022,579,Norway,7,Liquefied petroleum gas carriers,10627.0,54650.0
2022S02,S2   2022,579,Norway,8,Liquefied natural gas carriers,18475.0,96811.0
2022S02,S2   2022,579,Norway,5,Dry bulk carriers,30456.0,209177.0
2022S02,S2   2022,579,Norway,4,Dry breakbulk carriers,3394.0,50640.0
2022S02,S2   2022,579,Norway,6,Roll-on/ roll-off ships,6622.0,28092.0
2022S02,S2   2022,579,Norway,3,Container ships,,
2022S02,S2   2022,579,Norway,1,Passenger ships,,
2022S02,S2   2022,608,Philippines,0,All ships,11519.0,297442.0
2022S02,S2   2022,608,Philippines,2,Liquid bulk carriers,10335.0,115024.0
2022S02,S2   2022,608,Philippines,7,Liquefied petroleum gas carriers,8458.0,55333.0
2022S02,S2   2022,608,Philippines,5,Dry bulk carriers,47107.0,297442.0
2022S02,S2   2022,608,Philippines,4,Dry breakbulk carriers,5411.0,71691.0
2022S02,S2   2022,608,Philippines,6,Roll-on/ roll-off ships,8484.0,26988.0
2022S02,S2   2022,608,Philippines,3,Container ships,,
2022S02,S2   2022,608,Philippines,1,Passenger ships,,
2022S02,S2   2022,643,Russian Federation,0,All ships,16817.0,181352.0
2022S02,S2   2022,643,Russian Federation,2,Liquid bulk carriers,25142.0,166300.0
2022S02,S2   2022,643,Russian Federation,7,Liquefied petroleum gas carriers,12606.0,22911.0
2022S02,S2   2022,643,Russian Federation,8,Liquefied natural gas carriers,73744.0,97000.0
2022S02,S2   2022,643,Russian Federation,5,Dry bulk carriers,48421.0,181352.0
2022S02,S2   2022,643,Russian Federation,4,Dry breakbulk carriers,5559.0,98370.0
2022S02,S2   2022,643,Russian Federation,6,Roll-on/ roll-off ships,5420.0,16178.0
2022S02,S2   2022,643,Russian Federation,3,Container ships,,
2022S02,S2   2022,643,Russian Federation,1,Passenger ships,,
2022S02,S2   2022,702,Singapore,0,All ships,18934.0,321300.0
2022S02,S2   2022,702,Singapore,2,Liquid bulk carriers,18800.0,321300.0
2022S02,S2   2022,702,Singapore,7,Liquefied petroleum gas carriers,10769.0,56864.0
2022S02,S2   2022,702,Singapore,8,Liquefied natural gas carriers,84103.0,121946.0
2022S02,S2   2022,702,Singapore,5,Dry bulk carriers,35723.0,298172.0
2022S02,S2   2022,702,Singapore,4,Dry breakbulk carriers,12956.0,103378.0
2022S02,S2   2022,702,Singapore,6,Roll-on/ roll-off ships,17869.0,43878.0
2022S02,S2   2022,702,Singapore,3,Container ships,,
2022S02,S2   2022,702,Singapore,1,Passenger ships,,
2022S02,S2   2022,724,Spain,0,All ships,16522.0,318953.0
2022S02,S2   2022,724,Spain,2,Liquid bulk carriers,18709.0,318953.0
2022S02,S2   2022,724,Spain,7,Liquefied petroleum gas carriers,9255.0,55432.0
2022S02,S2   2022,724,Spain,8,Liquefied natural gas carriers,75646.0,130298.0
2022S02,S2   2022,724,Spain,5,Dry bulk carriers,44814.0,208445.0
2022S02,S2   2022,724,Spain,4,Dry breakbulk carriers,7275.0,73296.0
2022S02,S2   2022,724,Spain,6,Roll-on/ roll-off ships,9085.0,46634.0
2022S02,S2   2022,724,Spain,3,Container ships,,
2022S02,S2   2022,724,Spain,1,Passenger ships,,
2022S02,S2   2022,752,Sweden,0,All ships,9097.0,319725.0
2022S02,S2   2022,752,Sweden,2,Liquid bulk carriers,12738.0,319725.0
2022S02,S2   2022,752,Sweden,7,Liquefied petroleum gas carriers,10674.0,55115.0
2022S02,S2   2022,752,Sweden,5,Dry bulk carriers,12877.0,85000.0
2022S02,S2   2022,752,Sweden,4,Dry breakbulk carriers,5458.0,56816.0
2022S02,S2   2022,752,Sweden,6,Roll-on/ roll-off ships,12279.0,34960.0
2022S02,S2   2022,752,Sweden,3,Container ships,,
2022S02,S2   2022,752,Sweden,1,Passenger ships,,
2022S02,S2   2022,792,Türkiye,0,All ships,17314.0,305749.0
2022S02,S2   2022,792,Türkiye,2,Liquid bulk carriers,32316.0,305749.0
2022S02,S2   2022,792,Türkiye,7,Liquefied petroleum gas carriers,20004.0,55408.0
2022S02,S2   2022,792,Türkiye,8,Liquefied natural gas carriers,89850.0,105602.0
2022S02,S2   2022,792,Türkiye,5,Dry bulk carriers,42118.0,209801.0
2022S02,S2   2022,792,Türkiye,4,Dry breakbulk carriers,6058.0,80067.0
2022S02,S2   2022,792,Türkiye,6,Roll-on/ roll-off ships,9999.0,45200.0
2022S02,S2   2022,792,Türkiye,3,Container ships,,
2022S02,S2   2022,792,Türkiye,1,Passenger ships,,
2022S02,S2   2022,926,United Kingdom,0,All ships,13198.0,319896.0
2022S02,S2   2022,926,United Kingdom,2,Liquid bulk carriers,22113.0,319896.0
2022S02,S2   2022,926,United Kingdom,7,Liquefied petroleum gas carriers,7330.0,51312.0
2022S02,S2   2022,926,United Kingdom,8,Liquefied natural gas carriers,81194.0,154940.0
2022S02,S2   2022,926,United Kingdom,5,Dry bulk carriers,45060.0,182309.0
2022S02,S2   2022,926,United Kingdom,4,Dry breakbulk carriers,4982.0,81798.0
2022S02,S2   2022,926,United Kingdom,6,Roll-on/ roll-off ships,9769.0,55828.0
2022S02,S2   2022,926,United Kingdom,3,Container ships,,
2022S02,S2   2022,926,United Kingdom,1,Passenger ships,,
2022S02,S2   2022,842,United States of America,0,All ships,49015.0,322829.0
2022S02,S2   2022,842,United States of America,2,Liquid bulk carriers,64011.0,322829.0
2022S02,S2   2022,842,United States of America,7,Liquefied petroleum gas carriers,35161.0,64012.0
2022S02,S2   2022,842,United States of America,8,Liquefied natural gas carriers,84739.0,121946.0
2022S02,S2   2022,842,United States of America,5,Dry bulk carriers,52571.0,208530.0
2022S02,S2   2022,842,United States of America,4,Dry breakbulk carriers,16371.0,116173.0
2022S02,S2   2022,842,United States of America,6,Roll-on/ roll-off ships,21853.0,55828.0
2022S02,S2   2022,842,United States of America,3,Container ships,,
2022S02,S2   2022,842,United States of America,1,Passenger ships,,
2023S01,S1   2023,0,World,0,All ships,25624.0,404389.0
2023S01,S1   2023,0,World,2,Liquid bulk carriers,28408.0,323514.0
2023S01,S1   2023,0,World,7,Liquefied petroleum gas carriers,12240.0,64220.0
2023S01,S1   2023,0,World,8,Liquefied natural gas carriers,73247.0,155159.0
2023S01,S1   2023,0,World,5,Dry bulk carriers,58976.0,404389.0
2023S01,S1   2023,0,World,4,Dry breakbulk carriers,7757.0,175897.0
2023S01,S1   2023,0,World,6,Roll-on/ roll-off ships,10467.0,55828.0
2023S01,S1   2023,0,World,3,Container ships,,
2023S01,S1   2023,0,World,1,Passenger ships,,
2023S01,S1   2023,36,Australia,0,All ships,82767.0,297902.0
2023S01,S1   2023,36,Australia,2,Liquid bulk carriers,41398.0,160036.0
2023S01,S1   2023,36,Australia,7,Liquefied petroleum gas carriers,14415.0,58811.0
2023S01,S1   2023,36,Australia,8,Liquefied natural gas carriers,85727.0,97955.0
2023S01,S1   2023,36,Australia,5,Dry bulk carriers,112111.0,297902.0
2023S01,S1   2023,36,Australia,4,Dry breakbulk carriers,27525.0,80500.0
2023S01,S1   2023,36,Australia,6,Roll-on/ roll-off ships,15091.0,43878.0
2023S01,S1   2023,36,Australia,3,Container ships,,
2023S01,S1   2023,36,Australia,1,Passenger ships,,
2023S01,S1   2023,124,Canada,0,All ships,34288.0,318918.0
2023S01,S1   2023,124,Canada,2,Liquid bulk carriers,41553.0,318918.0
2023S01,S1   2023,124,Canada,7,Liquefied petroleum gas carriers,54540.0,58899.0
2023S01,S1   2023,124,Canada,5,Dry bulk carriers,50622.0,210963.0
2023S01,S1   2023,124,Canada,4,Dry breakbulk carriers,10661.0,63581.0
2023S01,S1   2023,124,Canada,6,Roll-on/ roll-off ships,6753.0,55828.0
2023S01,S1   2023,124,Canada,3,Container ships,,
2023S01,S1   2023,124,Canada,1,Passenger ships,,
2023S01,S1   2023,156,China,0,All ships,45972.0,404389.0
2023S01,S1   2023,156,China,2,Liquid bulk carriers,35185.0,323514.0
2023S01,S1   2023,156,China,7,Liquefied petroleum gas carriers,10580.0,64220.0
2023S01,S1   2023,156,China,8,Liquefied natural gas carriers,75894.0,155159.0
2023S01,S1   2023,156,China,5,Dry bulk carriers,78587.0,404389.0
2023S01,S1   2023,156,China,4,Dry breakbulk carriers,15545.0,175897.0
2023S01,S1   2023,156,China,6,Roll-on/ roll-off ships,9663.0,46634.0
2023S01,S1   2023,156,China,3,Container ships,,
2023S01,S1   2023,156,China,1,Passenger ships,,
2023S01,S1   2023,191,Croatia,0,All ships,24141.0,306506.0
2023S01,S1   2023,191,Croatia,2,Liquid bulk carriers,33467.0,306506.0
2023S01,S1   2023,191,Croatia,8,Liquefied natural gas carriers,92013.0,95788.0
2023S01,S1   2023,191,Croatia,5,Dry bulk carriers,33731.0,182820.0
2023S01,S1   2023,191,Croatia,4,Dry breakbulk carriers,7693.0,175897.0
2023S01,S1   2023,191,Croatia,3,Container ships,,
2023S01,S1   2023,191,Croatia,1,Passenger ships,,
2023S01,S1   2023,208,Denmark,0,All ships,7824.0,180086.0
2023S01,S1   2023,208,Denmark,2,Liquid bulk carriers,12688.0,164787.0
2023S01,S1   2023,208,Denmark,7,Liquefied petroleum gas carriers,3732.0,8643.0
2023S01,S1   2023,208,Denmark,5,Dry bulk carriers,17641.0,180086.0
2023S01,S1   2023,208,Denmark,4,Dry breakbulk carriers,4499.0,63581.0
2023S01,S1   2023,208,Denmark,6,Roll-on/ roll-off ships,12571.0,48988.0
2023S01,S1   2023,208,Denmark,3,Container ships,,
2023S01,S1   2023,208,Denmark,1,Passenger ships,,
2023S01,S1   2023,251,France,0,All ships,19058.0,319398.0
2023S01,S1   2023,251,France,2,Liquid bulk carriers,24688.0,319398.0
2023S01,S1   2023,251,France,7,Liquefied petroleum gas carriers,10151.0,58243.0
2023S01,S1   2023,251,France,8,Liquefied natural gas carriers,83407.0,130442.0
2023S01,S1   2023,251,France,5,Dry bulk carriers,41777.0,207867.0
2023S01,S1   2023,251,France,4,Dry breakbulk carriers,6415.0,72400.0
2023S01,S1   2023,251,France,6,Roll-on/ roll-off ships,11352.0,45200.0
2023S01,S1   2023,251,France,3,Container ships,,
2023S01,S1   2023,251,France,1,Passenger ships,,
2023S01,S1   2023,276,Germany,0,All ships,9967.0,320926.0
2023S01,S1   2023,276,Germany,2,Liquid bulk carriers,8848.0,320926.0
2023S01,S1   2023,276,Germany,7,Liquefied petroleum gas carriers,5561.0,54650.0
2023S01,S1   2023,276,Germany,8,Liquefied natural gas carriers,24544.0,98936.0
2023S01,S1   2023,276,Germany,5,Dry bulk carriers,51643.0,209338.0
2023S01,S1   2023,276,Germany,4,Dry breakbulk carriers,5217.0,72400.0
2023S01,S1   2023,276,Germany,6,Roll-on/ roll-off ships,13303.0,55828.0
2023S01,S1   2023,276,Germany,3,Container ships,,
2023S01,S1   2023,276,Germany,1,Passenger ships,,
2023S01,S1   2023,300,Greece,0,All ships,7607.0,319359.0
2023S01,S1   2023,300,Greece,2,Liquid bulk carriers,8382.0,319359.0
2023S01,S1   2023,300,Greece,7,Liquefied petroleum gas carriers,6131.0,26798.0
2023S01,S1   2023,300,Greece,8,Liquefied natural gas carriers,83072.0,98954.0
2023S01,S1   2023,300,Greece,5,Dry bulk carriers,11985.0,182511.0
2023S01,S1   2023,300,Greece,4,Dry breakbulk carriers,4120.0,62053.0
2023S01,S1   2023,300,Greece,6,Roll-on/ roll-off ships,6519.0,48988.0
2023S01,S1   2023,300,Greece,3,Container ships,,
2023S01,S1   2023,300,Greece,1,Passenger ships,,
2023S01,S1   2023,360,Indonesia,0,All ships,17052.0,210944.0
2023S01,S1   2023,360,Indonesia,2,Liquid bulk carriers,13557.0,163759.0
2023S01,S1   2023,360,Indonesia,7,Liquefied petroleum gas carriers,8845.0,58886.0
2023S01,S1   2023,360,Indonesia,8,Liquefied natural gas carriers,72452.0,96811.0
2023S01,S1   2023,360,Indonesia,5,Dry bulk carriers,46024.0,210944.0
2023S01,S1   2023,360,Indonesia,4,Dry breakbulk carriers,6885.0,72562.0
2023S01,S1   2023,360,Indonesia,6,Roll-on/ roll-off ships,5143.0,28084.0
2023S01,S1   2023,360,Indonesia,3,Container ships,,
2023S01,S1   2023,360,Indonesia,1,Passenger ships,,
2023S01,S1   2023,380,Italy,0,All ships,20907.0,210000.0
2023S01,S1   2023,380,Italy,2,Liquid bulk carriers,32091.0,167282.0
2023S01,S1   2023,380,Italy,7,Liquefied petroleum gas carriers,10131.0,54656.0
2023S01,S1   2023,380,Italy,8,Liquefied natural gas carriers,38382.0,93080.0
2023S01,S1   2023,380,Italy,5,Dry bulk carriers,44768.0,210000.0
2023S01,S1   2023,380,Italy,4,Dry breakbulk carriers,9116.0,175897.0
2023S01,S1   2023,380,Italy,6,Roll-on/ roll-off ships,13684.0,47528.0
2023S01,S1   2023,380,Italy,3,Container ships,,
2023S01,S1   2023,380,Italy,1,Passenger ships,,
2023S01,S1   2023,392,Japan,0,All ships,15079.0,327017.0
2023S01,S1   2023,392,Japan,2,Liquid bulk carriers,14241.0,320122.0
2023S01,S1   2023,392,Japan,7,Liquefied petroleum gas carriers,7793.0,62500.0
2023S01,S1   2023,392,Japan,8,Liquefied natural gas carriers,46177.0,121957.0
2023S01,S1   2023,392,Japan,5,Dry bulk carriers,29892.0,327017.0
2023S01,S1   2023,392,Japan,4,Dry breakbulk carriers,9175.0,80236.0
2023S01,S1   2023,392,Japan,6,Roll-on/ roll-off ships,7294.0,43878.0
2023S01,S1   2023,392,Japan,3,Container ships,,
2023S01,S1   2023,392,Japan,1,Passenger ships,,
2023S01,S1   2023,410,"Korea, Republic of",0,All ships,21057.0,326932.0
2023S01,S1   2023,410,"Korea, Republic of",2,Liquid bulk carriers,23684.0,323514.0
2023S01,S1   2023,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,9265.0,62500.0
2023S01,S1   2023,410,"Korea, Republic of",8,Liquefied natural gas carriers,86556.0,155159.0
2023S01,S1   2023,410,"Korea, Republic of",5,Dry bulk carriers,58245.0,326932.0
2023S01,S1   2023,410,"Korea, Republic of",4,Dry breakbulk carriers,8045.0,175897.0
2023S01,S1   2023,410,"Korea, Republic of",6,Roll-on/ roll-off ships,11601.0,47528.0
2023S01,S1   2023,410,"Korea, Republic of",3,Container ships,,
2023S01,S1   2023,410,"Korea, Republic of",1,Passenger ships,,
2023S01,S1   2023,528,Netherlands (Kingdom of the),0,All ships,15205.0,324954.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,17955.0,321300.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7547.0,59504.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,63617.0,130211.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),5,Dry bulk carriers,66892.0,324954.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5520.0,116173.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,7157.0,34960.0
2023S01,S1   2023,528,Netherlands (Kingdom of the),3,Container ships,,
2023S01,S1   2023,528,Netherlands (Kingdom of the),1,Passenger ships,,
2023S01,S1   2023,579,Norway,0,All ships,7585.0,319319.0
2023S01,S1   2023,579,Norway,2,Liquid bulk carriers,19635.0,319319.0
2023S01,S1   2023,579,Norway,7,Liquefied petroleum gas carriers,7895.0,30212.0
2023S01,S1   2023,579,Norway,8,Liquefied natural gas carriers,17491.0,92266.0
2023S01,S1   2023,579,Norway,5,Dry bulk carriers,30264.0,208263.0
2023S01,S1   2023,579,Norway,4,Dry breakbulk carriers,3470.0,98370.0
2023S01,S1   2023,579,Norway,6,Roll-on/ roll-off ships,6597.0,27295.0
2023S01,S1   2023,579,Norway,3,Container ships,,
2023S01,S1   2023,579,Norway,1,Passenger ships,,
2023S01,S1   2023,608,Philippines,0,All ships,10273.0,297461.0
2023S01,S1   2023,608,Philippines,2,Liquid bulk carriers,10466.0,115024.0
2023S01,S1   2023,608,Philippines,7,Liquefied petroleum gas carriers,8527.0,58591.0
2023S01,S1   2023,608,Philippines,5,Dry bulk carriers,48310.0,297461.0
2023S01,S1   2023,608,Philippines,4,Dry breakbulk carriers,4586.0,71691.0
2023S01,S1   2023,608,Philippines,6,Roll-on/ roll-off ships,8996.0,32956.0
2023S01,S1   2023,608,Philippines,3,Container ships,,
2023S01,S1   2023,608,Philippines,1,Passenger ships,,
2023S01,S1   2023,643,Russian Federation,0,All ships,20133.0,185897.0
2023S01,S1   2023,643,Russian Federation,2,Liquid bulk carriers,30325.0,166467.0
2023S01,S1   2023,643,Russian Federation,7,Liquefied petroleum gas carriers,13846.0,29421.0
2023S01,S1   2023,643,Russian Federation,8,Liquefied natural gas carriers,75788.0,97000.0
2023S01,S1   2023,643,Russian Federation,5,Dry bulk carriers,50193.0,185897.0
2023S01,S1   2023,643,Russian Federation,4,Dry breakbulk carriers,6254.0,72562.0
2023S01,S1   2023,643,Russian Federation,6,Roll-on/ roll-off ships,5525.0,14107.0
2023S01,S1   2023,643,Russian Federation,3,Container ships,,
2023S01,S1   2023,643,Russian Federation,1,Passenger ships,,
2023S01,S1   2023,702,Singapore,0,All ships,17587.0,321225.0
2023S01,S1   2023,702,Singapore,2,Liquid bulk carriers,17585.0,321225.0
2023S01,S1   2023,702,Singapore,7,Liquefied petroleum gas carriers,9834.0,58677.0
2023S01,S1   2023,702,Singapore,8,Liquefied natural gas carriers,81644.0,97730.0
2023S01,S1   2023,702,Singapore,5,Dry bulk carriers,28046.0,210000.0
2023S01,S1   2023,702,Singapore,4,Dry breakbulk carriers,10316.0,175897.0
2023S01,S1   2023,702,Singapore,6,Roll-on/ roll-off ships,17868.0,43878.0
2023S01,S1   2023,702,Singapore,3,Container ships,,
2023S01,S1   2023,702,Singapore,1,Passenger ships,,
2023S01,S1   2023,724,Spain,0,All ships,16489.0,318744.0
2023S01,S1   2023,724,Spain,2,Liquid bulk carriers,18662.0,318744.0
2023S01,S1   2023,724,Spain,7,Liquefied petroleum gas carriers,8376.0,55408.0
2023S01,S1   2023,724,Spain,8,Liquefied natural gas carriers,73316.0,99025.0
2023S01,S1   2023,724,Spain,5,Dry bulk carriers,44588.0,207520.0
2023S01,S1   2023,724,Spain,4,Dry breakbulk carriers,7341.0,73296.0
2023S01,S1   2023,724,Spain,6,Roll-on/ roll-off ships,9092.0,47528.0
2023S01,S1   2023,724,Spain,3,Container ships,,
2023S01,S1   2023,724,Spain,1,Passenger ships,,
2023S01,S1   2023,752,Sweden,0,All ships,9088.0,319319.0
2023S01,S1   2023,752,Sweden,2,Liquid bulk carriers,12957.0,319319.0
2023S01,S1   2023,752,Sweden,7,Liquefied petroleum gas carriers,10049.0,55250.0
2023S01,S1   2023,752,Sweden,5,Dry bulk carriers,10631.0,81878.0
2023S01,S1   2023,752,Sweden,4,Dry breakbulk carriers,5454.0,55596.0
2023S01,S1   2023,752,Sweden,6,Roll-on/ roll-off ships,12684.0,31143.0
2023S01,S1   2023,752,Sweden,3,Container ships,,
2023S01,S1   2023,752,Sweden,1,Passenger ships,,
2023S01,S1   2023,792,Türkiye,0,All ships,17405.0,319471.0
2023S01,S1   2023,792,Türkiye,2,Liquid bulk carriers,30728.0,319471.0
2023S01,S1   2023,792,Türkiye,7,Liquefied petroleum gas carriers,19332.0,59504.0
2023S01,S1   2023,792,Türkiye,8,Liquefied natural gas carriers,89069.0,107662.0
2023S01,S1   2023,792,Türkiye,5,Dry bulk carriers,41786.0,203095.0
2023S01,S1   2023,792,Türkiye,4,Dry breakbulk carriers,6234.0,71954.0
2023S01,S1   2023,792,Türkiye,6,Roll-on/ roll-off ships,9861.0,45200.0
2023S01,S1   2023,792,Türkiye,3,Container ships,,
2023S01,S1   2023,792,Türkiye,1,Passenger ships,,
2023S01,S1   2023,926,United Kingdom,0,All ships,12985.0,320106.0
2023S01,S1   2023,926,United Kingdom,2,Liquid bulk carriers,22297.0,320106.0
2023S01,S1   2023,926,United Kingdom,7,Liquefied petroleum gas carriers,7338.0,60138.0
2023S01,S1   2023,926,United Kingdom,8,Liquefied natural gas carriers,77211.0,154900.0
2023S01,S1   2023,926,United Kingdom,5,Dry bulk carriers,41348.0,182983.0
2023S01,S1   2023,926,United Kingdom,4,Dry breakbulk carriers,4933.0,62823.0
2023S01,S1   2023,926,United Kingdom,6,Roll-on/ roll-off ships,9769.0,55828.0
2023S01,S1   2023,926,United Kingdom,3,Container ships,,
2023S01,S1   2023,926,United Kingdom,1,Passenger ships,,
2023S01,S1   2023,842,United States of America,0,All ships,50006.0,323183.0
2023S01,S1   2023,842,United States of America,2,Liquid bulk carriers,64920.0,323183.0
2023S01,S1   2023,842,United States of America,7,Liquefied petroleum gas carriers,35392.0,63770.0
2023S01,S1   2023,842,United States of America,8,Liquefied natural gas carriers,85401.0,121963.0
2023S01,S1   2023,842,United States of America,5,Dry bulk carriers,53767.0,209854.0
2023S01,S1   2023,842,United States of America,4,Dry breakbulk carriers,17390.0,88666.0
2023S01,S1   2023,842,United States of America,6,Roll-on/ roll-off ships,21536.0,55828.0
2023S01,S1   2023,842,United States of America,3,Container ships,,
2023S01,S1   2023,842,United States of America,1,Passenger ships,,
2023S02,S2   2023,0,World,0,All ships,25699.0,404389.0
2023S02,S2   2023,0,World,2,Liquid bulk carriers,28404.0,323514.0
2023S02,S2   2023,0,World,7,Liquefied petroleum gas carriers,12366.0,64220.0
2023S02,S2   2023,0,World,8,Liquefied natural gas carriers,72404.0,155159.0
