Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Average_DWT,Maximum_DWT
2019S02,S2   2019,643,Russian Federation,7,Liquefied petroleum gas carriers,10489.0,22911.0
2019S02,S2   2019,643,Russian Federation,8,Liquefied natural gas carriers,70444.0,97000.0
2019S02,S2   2019,643,Russian Federation,5,Dry bulk carriers,44300.0,182000.0
2019S02,S2   2019,643,Russian Federation,4,Dry breakbulk carriers,5030.0,80500.0
2019S02,S2   2019,643,Russian Federation,6,Roll-on/ roll-off ships,5335.0,18250.0
2019S02,S2   2019,643,Russian Federation,3,Container ships,,
2019S02,S2   2019,643,Russian Federation,1,Passenger ships,,
2019S02,S2   2019,702,Singapore,0,All ships,,
2019S02,S2   2019,702,Singapore,2,Liquid bulk carriers,,
2019S02,S2   2019,702,Singapore,7,Liquefied petroleum gas carriers,,
2019S02,S2   2019,702,Singapore,8,Liquefied natural gas carriers,,
2019S02,S2   2019,702,Singapore,5,Dry bulk carriers,,
2019S02,S2   2019,702,Singapore,4,Dry breakbulk carriers,,
2019S02,S2   2019,702,Singapore,6,Roll-on/ roll-off ships,,
2019S02,S2   2019,702,Singapore,3,Container ships,,
2019S02,S2   2019,702,Singapore,1,Passenger ships,,
2019S02,S2   2019,724,Spain,0,All ships,14172.0,318744.0
2019S02,S2   2019,724,Spain,2,Liquid bulk carriers,18237.0,318744.0
2019S02,S2   2019,724,Spain,7,Liquefied petroleum gas carriers,8105.0,55173.0
2019S02,S2   2019,724,Spain,8,Liquefied natural gas carriers,76585.0,156000.0
2019S02,S2   2019,724,Spain,5,Dry bulk carriers,37673.0,206007.0
2019S02,S2   2019,724,Spain,4,Dry breakbulk carriers,7313.0,62980.0
2019S02,S2   2019,724,Spain,6,Roll-on/ roll-off ships,7874.0,46705.0
2019S02,S2   2019,724,Spain,3,Container ships,,
2019S02,S2   2019,724,Spain,1,Passenger ships,,
2019S02,S2   2019,752,Sweden,0,All ships,8503.0,167295.0
2019S02,S2   2019,752,Sweden,2,Liquid bulk carriers,12565.0,167295.0
2019S02,S2   2019,752,Sweden,7,Liquefied petroleum gas carriers,9077.0,58690.0
2019S02,S2   2019,752,Sweden,5,Dry bulk carriers,10795.0,84904.0
2019S02,S2   2019,752,Sweden,4,Dry breakbulk carriers,5160.0,61026.0
2019S02,S2   2019,752,Sweden,6,Roll-on/ roll-off ships,9709.0,31143.0
2019S02,S2   2019,752,Sweden,3,Container ships,,
2019S02,S2   2019,752,Sweden,1,Passenger ships,,
2019S02,S2   2019,792,Türkiye,0,All ships,15633.0,314000.0
2019S02,S2   2019,792,Türkiye,2,Liquid bulk carriers,32471.0,314000.0
2019S02,S2   2019,792,Türkiye,7,Liquefied petroleum gas carriers,20454.0,58899.0
2019S02,S2   2019,792,Türkiye,8,Liquefied natural gas carriers,90879.0,121914.0
2019S02,S2   2019,792,Türkiye,5,Dry bulk carriers,42967.0,182757.0
2019S02,S2   2019,792,Türkiye,4,Dry breakbulk carriers,5520.0,62980.0
2019S02,S2   2019,792,Türkiye,6,Roll-on/ roll-off ships,8448.0,46704.0
2019S02,S2   2019,792,Türkiye,3,Container ships,,
2019S02,S2   2019,792,Türkiye,1,Passenger ships,,
2019S02,S2   2019,926,United Kingdom,0,All ships,12295.0,320926.0
2019S02,S2   2019,926,United Kingdom,2,Liquid bulk carriers,20712.0,320926.0
2019S02,S2   2019,926,United Kingdom,7,Liquefied petroleum gas carriers,6922.0,54540.0
2019S02,S2   2019,926,United Kingdom,8,Liquefied natural gas carriers,93104.0,155159.0
2019S02,S2   2019,926,United Kingdom,5,Dry bulk carriers,43537.0,207805.0
2019S02,S2   2019,926,United Kingdom,4,Dry breakbulk carriers,4744.0,57441.0
2019S02,S2   2019,926,United Kingdom,6,Roll-on/ roll-off ships,9743.0,55828.0
2019S02,S2   2019,926,United Kingdom,3,Container ships,,
2019S02,S2   2019,926,United Kingdom,1,Passenger ships,,
2019S02,S2   2019,842,United States of America,0,All ships,46260.0,321300.0
2019S02,S2   2019,842,United States of America,2,Liquid bulk carriers,60841.0,321300.0
2019S02,S2   2019,842,United States of America,7,Liquefied petroleum gas carriers,35394.0,59138.0
2019S02,S2   2019,842,United States of America,8,Liquefied natural gas carriers,81152.0,156000.0
2019S02,S2   2019,842,United States of America,5,Dry bulk carriers,48292.0,209331.0
2019S02,S2   2019,842,United States of America,4,Dry breakbulk carriers,17219.0,72927.0
2019S02,S2   2019,842,United States of America,6,Roll-on/ roll-off ships,21164.0,55828.0
2019S02,S2   2019,842,United States of America,3,Container ships,,
2019S02,S2   2019,842,United States of America,1,Passenger ships,,
2020S01,S1   2020,0,World,0,All ships,25118.0,441561.0
2020S01,S1   2020,0,World,2,Liquid bulk carriers,27469.0,441561.0
2020S01,S1   2020,0,World,7,Liquefied petroleum gas carriers,12214.0,64220.0
2020S01,S1   2020,0,World,8,Liquefied natural gas carriers,75321.0,156000.0
2020S01,S1   2020,0,World,5,Dry bulk carriers,57693.0,404389.0
2020S01,S1   2020,0,World,4,Dry breakbulk carriers,7443.0,116173.0
2020S01,S1   2020,0,World,6,Roll-on/ roll-off ships,10141.0,55828.0
2020S01,S1   2020,0,World,3,Container ships,,
2020S01,S1   2020,0,World,1,Passenger ships,,
2020S01,S1   2020,36,Australia,0,All ships,81834.0,299688.0
2020S01,S1   2020,36,Australia,2,Liquid bulk carriers,38315.0,164274.0
2020S01,S1   2020,36,Australia,7,Liquefied petroleum gas carriers,15648.0,58591.0
2020S01,S1   2020,36,Australia,8,Liquefied natural gas carriers,85324.0,97730.0
2020S01,S1   2020,36,Australia,5,Dry bulk carriers,110888.0,299688.0
2020S01,S1   2020,36,Australia,4,Dry breakbulk carriers,31804.0,80500.0
2020S01,S1   2020,36,Australia,6,Roll-on/ roll-off ships,14643.0,43878.0
2020S01,S1   2020,36,Australia,3,Container ships,,
2020S01,S1   2020,36,Australia,1,Passenger ships,,
2020S01,S1   2020,124,Canada,0,All ships,35515.0,320780.0
2020S01,S1   2020,124,Canada,2,Liquid bulk carriers,39795.0,320780.0
2020S01,S1   2020,124,Canada,7,Liquefied petroleum gas carriers,48907.0,54804.0
2020S01,S1   2020,124,Canada,5,Dry bulk carriers,49986.0,209954.0
2020S01,S1   2020,124,Canada,4,Dry breakbulk carriers,18517.0,56816.0
2020S01,S1   2020,124,Canada,6,Roll-on/ roll-off ships,6098.0,55828.0
2020S01,S1   2020,124,Canada,3,Container ships,,
2020S01,S1   2020,124,Canada,1,Passenger ships,,
2020S01,S1   2020,156,China,0,All ships,45636.0,404389.0
2020S01,S1   2020,156,China,2,Liquid bulk carriers,34000.0,323182.0
2020S01,S1   2020,156,China,7,Liquefied petroleum gas carriers,9047.0,64220.0
2020S01,S1   2020,156,China,8,Liquefied natural gas carriers,76135.0,155159.0
2020S01,S1   2020,156,China,5,Dry bulk carriers,75286.0,404389.0
2020S01,S1   2020,156,China,4,Dry breakbulk carriers,14189.0,101496.0
2020S01,S1   2020,156,China,6,Roll-on/ roll-off ships,11208.0,43878.0
2020S01,S1   2020,156,China,3,Container ships,,
2020S01,S1   2020,156,China,1,Passenger ships,,
2020S01,S1   2020,191,Croatia,0,All ships,14636.0,178361.0
2020S01,S1   2020,191,Croatia,2,Liquid bulk carriers,26853.0,159999.0
2020S01,S1   2020,191,Croatia,5,Dry bulk carriers,12040.0,178361.0
2020S01,S1   2020,191,Croatia,4,Dry breakbulk carriers,6275.0,52037.0
2020S01,S1   2020,191,Croatia,3,Container ships,,
2020S01,S1   2020,191,Croatia,1,Passenger ships,,
2020S01,S1   2020,208,Denmark,0,All ships,7567.0,159233.0
2020S01,S1   2020,208,Denmark,2,Liquid bulk carriers,13469.0,159233.0
2020S01,S1   2020,208,Denmark,7,Liquefied petroleum gas carriers,5719.0,24281.0
2020S01,S1   2020,208,Denmark,5,Dry bulk carriers,14477.0,95263.0
2020S01,S1   2020,208,Denmark,4,Dry breakbulk carriers,4081.0,33217.0
2020S01,S1   2020,208,Denmark,6,Roll-on/ roll-off ships,12435.0,24485.0
2020S01,S1   2020,208,Denmark,3,Container ships,,
2020S01,S1   2020,208,Denmark,1,Passenger ships,,
2020S01,S1   2020,251,France,0,All ships,16967.0,320926.0
2020S01,S1   2020,251,France,2,Liquid bulk carriers,19798.0,320926.0
2020S01,S1   2020,251,France,7,Liquefied petroleum gas carriers,9743.0,58610.0
2020S01,S1   2020,251,France,8,Liquefied natural gas carriers,82536.0,130026.0
2020S01,S1   2020,251,France,5,Dry bulk carriers,40825.0,205203.0
2020S01,S1   2020,251,France,4,Dry breakbulk carriers,6471.0,72924.0
2020S01,S1   2020,251,France,6,Roll-on/ roll-off ships,11906.0,45200.0
2020S01,S1   2020,251,France,3,Container ships,,
2020S01,S1   2020,251,France,1,Passenger ships,,
2020S01,S1   2020,276,Germany,0,All ships,9305.0,297638.0
2020S01,S1   2020,276,Germany,2,Liquid bulk carriers,8436.0,297638.0
2020S01,S1   2020,276,Germany,7,Liquefied petroleum gas carriers,5922.0,38427.0
2020S01,S1   2020,276,Germany,5,Dry bulk carriers,47845.0,211081.0
2020S01,S1   2020,276,Germany,4,Dry breakbulk carriers,4852.0,62053.0
2020S01,S1   2020,276,Germany,6,Roll-on/ roll-off ships,12041.0,55828.0
2020S01,S1   2020,276,Germany,3,Container ships,,
2020S01,S1   2020,276,Germany,1,Passenger ships,,
2020S01,S1   2020,300,Greece,0,All ships,7628.0,174008.0
2020S01,S1   2020,300,Greece,2,Liquid bulk carriers,8796.0,167295.0
2020S01,S1   2020,300,Greece,7,Liquefied petroleum gas carriers,6770.0,18111.0
2020S01,S1   2020,300,Greece,8,Liquefied natural gas carriers,96312.0,156000.0
2020S01,S1   2020,300,Greece,5,Dry bulk carriers,10076.0,174008.0
2020S01,S1   2020,300,Greece,4,Dry breakbulk carriers,3875.0,33422.0
2020S01,S1   2020,300,Greece,6,Roll-on/ roll-off ships,6983.0,28818.0
2020S01,S1   2020,300,Greece,3,Container ships,,
2020S01,S1   2020,300,Greece,1,Passenger ships,,
2020S01,S1   2020,360,Indonesia,0,All ships,16280.0,209325.0
2020S01,S1   2020,360,Indonesia,2,Liquid bulk carriers,11910.0,159313.0
2020S01,S1   2020,360,Indonesia,7,Liquefied petroleum gas carriers,10998.0,58899.0
2020S01,S1   2020,360,Indonesia,8,Liquefied natural gas carriers,68621.0,97794.0
2020S01,S1   2020,360,Indonesia,5,Dry bulk carriers,44196.0,209325.0
2020S01,S1   2020,360,Indonesia,4,Dry breakbulk carriers,6594.0,81279.0
2020S01,S1   2020,360,Indonesia,6,Roll-on/ roll-off ships,4421.0,22438.0
2020S01,S1   2020,360,Indonesia,3,Container ships,,
2020S01,S1   2020,360,Indonesia,1,Passenger ships,,
2020S01,S1   2020,380,Italy,0,All ships,18260.0,298563.0
2020S01,S1   2020,380,Italy,2,Liquid bulk carriers,27280.0,298563.0
2020S01,S1   2020,380,Italy,7,Liquefied petroleum gas carriers,9982.0,28100.0
2020S01,S1   2020,380,Italy,5,Dry bulk carriers,38155.0,181110.0
2020S01,S1   2020,380,Italy,4,Dry breakbulk carriers,8180.0,72924.0
2020S01,S1   2020,380,Italy,6,Roll-on/ roll-off ships,12485.0,45200.0
2020S01,S1   2020,380,Italy,3,Container ships,,
2020S01,S1   2020,380,Italy,1,Passenger ships,,
2020S01,S1   2020,392,Japan,0,All ships,14947.0,400440.0
2020S01,S1   2020,392,Japan,2,Liquid bulk carriers,13715.0,321137.0
2020S01,S1   2020,392,Japan,7,Liquefied petroleum gas carriers,7191.0,58811.0
2020S01,S1   2020,392,Japan,8,Liquefied natural gas carriers,52010.0,121963.0
2020S01,S1   2020,392,Japan,5,Dry bulk carriers,29737.0,400440.0
2020S01,S1   2020,392,Japan,4,Dry breakbulk carriers,8754.0,80500.0
2020S01,S1   2020,392,Japan,6,Roll-on/ roll-off ships,7291.0,43878.0
2020S01,S1   2020,392,Japan,3,Container ships,,
2020S01,S1   2020,392,Japan,1,Passenger ships,,
2020S01,S1   2020,410,"Korea, Republic of",0,All ships,23537.0,326932.0
2020S01,S1   2020,410,"Korea, Republic of",2,Liquid bulk carriers,26991.0,321300.0
2020S01,S1   2020,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8647.0,58811.0
2020S01,S1   2020,410,"Korea, Republic of",8,Liquefied natural gas carriers,86196.0,155159.0
2020S01,S1   2020,410,"Korea, Republic of",5,Dry bulk carriers,51555.0,326932.0
2020S01,S1   2020,410,"Korea, Republic of",4,Dry breakbulk carriers,7664.0,101496.0
2020S01,S1   2020,410,"Korea, Republic of",6,Roll-on/ roll-off ships,12030.0,43878.0
2020S01,S1   2020,410,"Korea, Republic of",3,Container ships,,
2020S01,S1   2020,410,"Korea, Republic of",1,Passenger ships,,
2020S01,S1   2020,528,Netherlands (Kingdom of the),0,All ships,14360.0,320926.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,18084.0,320926.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,8530.0,55209.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,55103.0,109661.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),5,Dry bulk carriers,61408.0,233584.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5200.0,88272.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,6704.0,32246.0
2020S01,S1   2020,528,Netherlands (Kingdom of the),3,Container ships,,
2020S01,S1   2020,528,Netherlands (Kingdom of the),1,Passenger ships,,
2020S01,S1   2020,579,Norway,0,All ships,7354.0,320392.0
2020S01,S1   2020,579,Norway,2,Liquid bulk carriers,21566.0,320392.0
2020S01,S1   2020,579,Norway,7,Liquefied petroleum gas carriers,12364.0,55209.0
2020S01,S1   2020,579,Norway,8,Liquefied natural gas carriers,13676.0,95743.0
2020S01,S1   2020,579,Norway,5,Dry bulk carriers,29272.0,211081.0
2020S01,S1   2020,579,Norway,4,Dry breakbulk carriers,3277.0,61860.0
2020S01,S1   2020,579,Norway,6,Roll-on/ roll-off ships,6252.0,28388.0
2020S01,S1   2020,579,Norway,3,Container ships,,
2020S01,S1   2020,579,Norway,1,Passenger ships,,
2020S01,S1   2020,608,Philippines,0,All ships,11682.0,400000.0
2020S01,S1   2020,608,Philippines,2,Liquid bulk carriers,11763.0,320159.0
2020S01,S1   2020,608,Philippines,7,Liquefied petroleum gas carriers,8782.0,58551.0
2020S01,S1   2020,608,Philippines,5,Dry bulk carriers,46215.0,400000.0
2020S01,S1   2020,608,Philippines,4,Dry breakbulk carriers,5326.0,55374.0
2020S01,S1   2020,608,Philippines,6,Roll-on/ roll-off ships,7634.0,21550.0
2020S01,S1   2020,608,Philippines,3,Container ships,,
2020S01,S1   2020,608,Philippines,1,Passenger ships,,
2020S01,S1   2020,643,Russian Federation,0,All ships,17904.0,317502.0
2020S01,S1   2020,643,Russian Federation,2,Liquid bulk carriers,23851.0,317502.0
2020S01,S1   2020,643,Russian Federation,7,Liquefied petroleum gas carriers,11016.0,41158.0
2020S01,S1   2020,643,Russian Federation,8,Liquefied natural gas carriers,75224.0,97000.0
2020S01,S1   2020,643,Russian Federation,5,Dry bulk carriers,49351.0,182618.0
2020S01,S1   2020,643,Russian Federation,4,Dry breakbulk carriers,5138.0,62053.0
2020S01,S1   2020,643,Russian Federation,6,Roll-on/ roll-off ships,5739.0,22910.0
2020S01,S1   2020,643,Russian Federation,3,Container ships,,
2020S01,S1   2020,643,Russian Federation,1,Passenger ships,,
2020S01,S1   2020,702,Singapore,0,All ships,,
2020S01,S1   2020,702,Singapore,2,Liquid bulk carriers,,
2020S01,S1   2020,702,Singapore,7,Liquefied petroleum gas carriers,,
2020S01,S1   2020,702,Singapore,8,Liquefied natural gas carriers,,
2020S01,S1   2020,702,Singapore,5,Dry bulk carriers,,
2020S01,S1   2020,702,Singapore,4,Dry breakbulk carriers,,
2020S01,S1   2020,702,Singapore,6,Roll-on/ roll-off ships,,
2020S01,S1   2020,702,Singapore,3,Container ships,,
2020S01,S1   2020,702,Singapore,1,Passenger ships,,
2020S01,S1   2020,724,Spain,0,All ships,14031.0,208000.0
2020S01,S1   2020,724,Spain,2,Liquid bulk carriers,16963.0,166300.0
2020S01,S1   2020,724,Spain,7,Liquefied petroleum gas carriers,10977.0,58610.0
2020S01,S1   2020,724,Spain,8,Liquefied natural gas carriers,76071.0,156000.0
2020S01,S1   2020,724,Spain,5,Dry bulk carriers,36923.0,208000.0
2020S01,S1   2020,724,Spain,4,Dry breakbulk carriers,7285.0,62980.0
2020S01,S1   2020,724,Spain,6,Roll-on/ roll-off ships,8174.0,45200.0
2020S01,S1   2020,724,Spain,3,Container ships,,
2020S01,S1   2020,724,Spain,1,Passenger ships,,
2020S01,S1   2020,752,Sweden,0,All ships,9067.0,307284.0
2020S01,S1   2020,752,Sweden,2,Liquid bulk carriers,13799.0,307284.0
2020S01,S1   2020,752,Sweden,7,Liquefied petroleum gas carriers,8567.0,54655.0
2020S01,S1   2020,752,Sweden,5,Dry bulk carriers,10680.0,82654.0
2020S01,S1   2020,752,Sweden,4,Dry breakbulk carriers,5275.0,55807.0
2020S01,S1   2020,752,Sweden,6,Roll-on/ roll-off ships,10236.0,31143.0
2020S01,S1   2020,752,Sweden,3,Container ships,,
2020S01,S1   2020,752,Sweden,1,Passenger ships,,
2020S01,S1   2020,792,Türkiye,0,All ships,16083.0,303994.0
2020S01,S1   2020,792,Türkiye,2,Liquid bulk carriers,30362.0,303994.0
2020S01,S1   2020,792,Türkiye,7,Liquefied petroleum gas carriers,21692.0,55047.0
2020S01,S1   2020,792,Türkiye,8,Liquefied natural gas carriers,92401.0,122079.0
2020S01,S1   2020,792,Türkiye,5,Dry bulk carriers,44189.0,183049.0
2020S01,S1   2020,792,Türkiye,4,Dry breakbulk carriers,5793.0,62051.0
2020S01,S1   2020,792,Türkiye,6,Roll-on/ roll-off ships,8092.0,45200.0
2020S01,S1   2020,792,Türkiye,3,Container ships,,
2020S01,S1   2020,792,Türkiye,1,Passenger ships,,
2020S01,S1   2020,926,United Kingdom,0,All ships,12920.0,321300.0
2020S01,S1   2020,926,United Kingdom,2,Liquid bulk carriers,21568.0,321300.0
2020S01,S1   2020,926,United Kingdom,7,Liquefied petroleum gas carriers,7500.0,54561.0
2020S01,S1   2020,926,United Kingdom,8,Liquefied natural gas carriers,93633.0,154940.0
2020S01,S1   2020,926,United Kingdom,5,Dry bulk carriers,48378.0,181305.0
2020S01,S1   2020,926,United Kingdom,4,Dry breakbulk carriers,4595.0,55973.0
2020S01,S1   2020,926,United Kingdom,6,Roll-on/ roll-off ships,9788.0,55828.0
2020S01,S1   2020,926,United Kingdom,3,Container ships,,
2020S01,S1   2020,926,United Kingdom,1,Passenger ships,,
2020S01,S1   2020,842,United States of America,0,All ships,47874.0,323183.0
2020S01,S1   2020,842,United States of America,2,Liquid bulk carriers,60894.0,323183.0
2020S01,S1   2020,842,United States of America,7,Liquefied petroleum gas carriers,35840.0,59138.0
2020S01,S1   2020,842,United States of America,8,Liquefied natural gas carriers,83373.0,156000.0
2020S01,S1   2020,842,United States of America,5,Dry bulk carriers,51120.0,211081.0
2020S01,S1   2020,842,United States of America,4,Dry breakbulk carriers,18034.0,101496.0
2020S01,S1   2020,842,United States of America,6,Roll-on/ roll-off ships,22578.0,55828.0
2020S01,S1   2020,842,United States of America,3,Container ships,,
2020S01,S1   2020,842,United States of America,1,Passenger ships,,
2020S02,S2   2020,0,World,0,All ships,24800.0,404389.0
2020S02,S2   2020,0,World,2,Liquid bulk carriers,27016.0,323183.0
2020S02,S2   2020,0,World,7,Liquefied petroleum gas carriers,12118.0,64220.0
2020S02,S2   2020,0,World,8,Liquefied natural gas carriers,73163.0,155159.0
2020S02,S2   2020,0,World,5,Dry bulk carriers,57225.0,404389.0
2020S02,S2   2020,0,World,4,Dry breakbulk carriers,7370.0,116173.0
2020S02,S2   2020,0,World,6,Roll-on/ roll-off ships,10338.0,55828.0
2020S02,S2   2020,0,World,3,Container ships,,
2020S02,S2   2020,0,World,1,Passenger ships,,
2020S02,S2   2020,36,Australia,0,All ships,81407.0,299688.0
2020S02,S2   2020,36,Australia,2,Liquid bulk carriers,39381.0,159021.0
2020S02,S2   2020,36,Australia,7,Liquefied petroleum gas carriers,15218.0,58591.0
2020S02,S2   2020,36,Australia,8,Liquefied natural gas carriers,85355.0,97730.0
2020S02,S2   2020,36,Australia,5,Dry bulk carriers,111350.0,299688.0
2020S02,S2   2020,36,Australia,4,Dry breakbulk carriers,27419.0,101496.0
2020S02,S2   2020,36,Australia,6,Roll-on/ roll-off ships,14812.0,43878.0
2020S02,S2   2020,36,Australia,3,Container ships,,
2020S02,S2   2020,36,Australia,1,Passenger ships,,
2020S02,S2   2020,124,Canada,0,All ships,34074.0,317713.0
2020S02,S2   2020,124,Canada,2,Liquid bulk carriers,39126.0,317713.0
2020S02,S2   2020,124,Canada,7,Liquefied petroleum gas carriers,50392.0,58591.0
2020S02,S2   2020,124,Canada,5,Dry bulk carriers,45192.0,210000.0
2020S02,S2   2020,124,Canada,4,Dry breakbulk carriers,15401.0,63581.0
2020S02,S2   2020,124,Canada,6,Roll-on/ roll-off ships,6159.0,55828.0
2020S02,S2   2020,124,Canada,3,Container ships,,
2020S02,S2   2020,124,Canada,1,Passenger ships,,
2020S02,S2   2020,156,China,0,All ships,46177.0,404389.0
2020S02,S2   2020,156,China,2,Liquid bulk carriers,36953.0,323183.0
2020S02,S2   2020,156,China,7,Liquefied petroleum gas carriers,10242.0,64220.0
2020S02,S2   2020,156,China,8,Liquefied natural gas carriers,77220.0,154940.0
2020S02,S2   2020,156,China,5,Dry bulk carriers,73659.0,404389.0
2020S02,S2   2020,156,China,4,Dry breakbulk carriers,14433.0,116173.0
2020S02,S2   2020,156,China,6,Roll-on/ roll-off ships,11561.0,43878.0
2020S02,S2   2020,156,China,3,Container ships,,
2020S02,S2   2020,156,China,1,Passenger ships,,
2020S02,S2   2020,191,Croatia,0,All ships,16472.0,177657.0
2020S02,S2   2020,191,Croatia,2,Liquid bulk carriers,30212.0,164733.0
2020S02,S2   2020,191,Croatia,5,Dry bulk carriers,13808.0,177657.0
2020S02,S2   2020,191,Croatia,4,Dry breakbulk carriers,6673.0,54204.0
2020S02,S2   2020,191,Croatia,3,Container ships,,
2020S02,S2   2020,191,Croatia,1,Passenger ships,,
2020S02,S2   2020,208,Denmark,0,All ships,7517.0,159314.0
2020S02,S2   2020,208,Denmark,2,Liquid bulk carriers,12868.0,159314.0
2020S02,S2   2020,208,Denmark,7,Liquefied petroleum gas carriers,4764.0,12008.0
2020S02,S2   2020,208,Denmark,5,Dry bulk carriers,14551.0,92598.0
2020S02,S2   2020,208,Denmark,4,Dry breakbulk carriers,4076.0,48821.0
2020S02,S2   2020,208,Denmark,6,Roll-on/ roll-off ships,12069.0,24485.0
2020S02,S2   2020,208,Denmark,3,Container ships,,
2020S02,S2   2020,208,Denmark,1,Passenger ships,,
2020S02,S2   2020,251,France,0,All ships,15896.0,317794.0
2020S02,S2   2020,251,France,2,Liquid bulk carriers,18769.0,317794.0
2020S02,S2   2020,251,France,7,Liquefied petroleum gas carriers,10733.0,54592.0
2020S02,S2   2020,251,France,8,Liquefied natural gas carriers,80128.0,130298.0
2020S02,S2   2020,251,France,5,Dry bulk carriers,41470.0,182913.0
2020S02,S2   2020,251,France,4,Dry breakbulk carriers,6364.0,62045.0
2020S02,S2   2020,251,France,6,Roll-on/ roll-off ships,12172.0,48988.0
2020S02,S2   2020,251,France,3,Container ships,,
2020S02,S2   2020,251,France,1,Passenger ships,,
2020S02,S2   2020,276,Germany,0,All ships,8822.0,319000.0
2020S02,S2   2020,276,Germany,2,Liquid bulk carriers,7705.0,319000.0
2020S02,S2   2020,276,Germany,7,Liquefied petroleum gas carriers,6097.0,54656.0
2020S02,S2   2020,276,Germany,5,Dry bulk carriers,50301.0,209240.0
2020S02,S2   2020,276,Germany,4,Dry breakbulk carriers,4675.0,72400.0
2020S02,S2   2020,276,Germany,6,Roll-on/ roll-off ships,11668.0,55828.0
2020S02,S2   2020,276,Germany,3,Container ships,,
2020S02,S2   2020,276,Germany,1,Passenger ships,,
2020S02,S2   2020,300,Greece,0,All ships,7544.0,166300.0
2020S02,S2   2020,300,Greece,2,Liquid bulk carriers,8979.0,166300.0
2020S02,S2   2020,300,Greece,7,Liquefied petroleum gas carriers,5839.0,18955.0
2020S02,S2   2020,300,Greece,8,Liquefied natural gas carriers,83719.0,121730.0
2020S02,S2   2020,300,Greece,5,Dry bulk carriers,10038.0,83002.0
2020S02,S2   2020,300,Greece,4,Dry breakbulk carriers,3816.0,71955.0
2020S02,S2   2020,300,Greece,6,Roll-on/ roll-off ships,6967.0,48988.0
2020S02,S2   2020,300,Greece,3,Container ships,,
2020S02,S2   2020,300,Greece,1,Passenger ships,,
2020S02,S2   2020,360,Indonesia,0,All ships,15917.0,300542.0
2020S02,S2   2020,360,Indonesia,2,Liquid bulk carriers,12627.0,300542.0
2020S02,S2   2020,360,Indonesia,7,Liquefied petroleum gas carriers,10827.0,58899.0
2020S02,S2   2020,360,Indonesia,8,Liquefied natural gas carriers,65485.0,94494.0
2020S02,S2   2020,360,Indonesia,5,Dry bulk carriers,43036.0,209951.0
2020S02,S2   2020,360,Indonesia,4,Dry breakbulk carriers,6594.0,65035.0
2020S02,S2   2020,360,Indonesia,6,Roll-on/ roll-off ships,3935.0,21021.0
2020S02,S2   2020,360,Indonesia,3,Container ships,,
2020S02,S2   2020,360,Indonesia,1,Passenger ships,,
2020S02,S2   2020,380,Italy,0,All ships,17621.0,181403.0
2020S02,S2   2020,380,Italy,2,Liquid bulk carriers,26391.0,166467.0
2020S02,S2   2020,380,Italy,7,Liquefied petroleum gas carriers,9547.0,29565.0
2020S02,S2   2020,380,Italy,5,Dry bulk carriers,35826.0,181403.0
2020S02,S2   2020,380,Italy,4,Dry breakbulk carriers,8434.0,71955.0
2020S02,S2   2020,380,Italy,6,Roll-on/ roll-off ships,12217.0,45200.0
2020S02,S2   2020,380,Italy,3,Container ships,,
2020S02,S2   2020,380,Italy,1,Passenger ships,,
2020S02,S2   2020,392,Japan,0,All ships,14583.0,327017.0
2020S02,S2   2020,392,Japan,2,Liquid bulk carriers,12957.0,318000.0
2020S02,S2   2020,392,Japan,7,Liquefied petroleum gas carriers,6671.0,58811.0
2020S02,S2   2020,392,Japan,8,Liquefied natural gas carriers,57826.0,122006.0
2020S02,S2   2020,392,Japan,5,Dry bulk carriers,29143.0,327017.0
2020S02,S2   2020,392,Japan,4,Dry breakbulk carriers,8951.0,80344.0
2020S02,S2   2020,392,Japan,6,Roll-on/ roll-off ships,7539.0,43878.0
2020S02,S2   2020,392,Japan,3,Container ships,,
2020S02,S2   2020,392,Japan,1,Passenger ships,,
2020S02,S2   2020,410,"Korea, Republic of",0,All ships,23195.0,327017.0
2020S02,S2   2020,410,"Korea, Republic of",2,Liquid bulk carriers,25388.0,322829.0
2020S02,S2   2020,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8388.0,60000.0
2020S02,S2   2020,410,"Korea, Republic of",8,Liquefied natural gas carriers,77872.0,155159.0
2020S02,S2   2020,410,"Korea, Republic of",5,Dry bulk carriers,53020.0,327017.0
2020S02,S2   2020,410,"Korea, Republic of",4,Dry breakbulk carriers,7397.0,81279.0
2020S02,S2   2020,410,"Korea, Republic of",6,Roll-on/ roll-off ships,12335.0,43878.0
2020S02,S2   2020,410,"Korea, Republic of",3,Container ships,,
2020S02,S2   2020,410,"Korea, Republic of",1,Passenger ships,,
2020S02,S2   2020,528,Netherlands (Kingdom of the),0,All ships,12981.0,321300.0
